host,model,i,action,outcome,code,state_write,admission_ms,decision_ms,encode_ms,commit_ms,projection_ms,e2e_ms
m1-server,medium,1818,wait,rejected,invalid_time,0,0.0105,0.0083,0.0013,0.0505,0.0032,0.0738
m1-server,medium,1819,look,accepted,observed,0,0.0108,0.0051,0.0014,0.0569,0.0023,0.0765
m1-server,medium,1820,wait,rejected,invalid_time,0,0.0092,0.0040,0.0013,0.0472,0.0018,0.0634
m1-server,medium,1821,move,rejected,exit_unavailable,0,0.0088,0.0037,0.0013,0.0518,0.0018,0.0675
m1-server,medium,1822,look,accepted,observed,0,0.0090,0.0033,0.0012,0.0481,0.0018,0.0634
m1-server,medium,1823,move,accepted,moved,1,0.0092,0.0043,2.9690,0.9821,0.0049,3.9695
m1-server,medium,1824,look,accepted,observed,0,0.0113,0.0129,0.0014,0.0933,0.0022,0.1212
m1-server,medium,1825,move,accepted,moved,1,0.0094,0.0048,3.7179,0.3790,0.0035,4.1146
m1-server,medium,1826,look,accepted,observed,0,0.0110,0.0076,0.0015,0.0549,0.0020,0.0770
m1-server,medium,1827,wait,rejected,invalid_time,0,0.0088,0.0041,0.0013,0.0503,0.0031,0.0675
m1-server,medium,1828,look,accepted,observed,0,0.0106,0.0050,0.0015,0.0586,0.0023,0.0779
m1-server,medium,1829,talk,rejected,not_owned,0,0.0093,0.0045,0.0013,0.0475,0.0026,0.0653
m1-server,medium,1830,move,accepted,moved,1,0.0104,0.0055,3.3238,0.3496,0.0040,3.6932
m1-server,medium,1831,move,accepted,moved,1,0.0105,0.0094,3.1649,0.3922,0.0050,3.5819
m1-server,medium,1832,choose,rejected,invalid_choice,0,0.0117,0.0098,0.0014,0.0605,0.0029,0.0862
m1-server,medium,1833,take,rejected,not_present,0,0.0089,0.0040,0.0014,0.0486,0.0028,0.0656
m1-server,medium,1834,move,accepted,moved,1,0.0092,0.0044,2.6901,0.3797,0.0041,3.0876
m1-server,medium,1835,look,accepted,observed,0,0.0107,0.0077,0.0014,0.0779,0.0020,0.0996
m1-server,medium,1836,move,accepted,moved,1,0.0090,0.0047,3.3130,0.3920,0.0042,3.7230
m1-server,medium,1837,move,rejected,exit_unavailable,0,0.0117,0.0088,0.0015,0.0555,0.0022,0.0796
m1-server,medium,1838,choose,rejected,invalid_choice,0,0.0089,0.0048,0.0013,0.0698,0.0018,0.0866
m1-server,medium,1839,look,accepted,observed,0,0.0091,0.0034,0.0012,0.0613,0.0018,0.0768
m1-server,medium,1840,take,accepted,taken,1,0.0087,0.0041,3.5451,0.3623,0.0036,3.9238
m1-server,medium,1841,move,accepted,moved,1,0.0110,0.0083,4.5230,0.4575,0.0065,5.0061
m1-server,medium,1842,move,accepted,moved,1,0.0129,0.0149,3.8496,0.4203,0.0046,4.3023
m1-server,medium,1843,move,accepted,moved,1,0.0115,0.0150,3.3841,0.3904,0.0038,3.8049
m1-server,medium,1844,look,accepted,observed,0,0.0106,0.0119,0.0014,0.0653,0.0019,0.0910
m1-server,medium,1845,activate,rejected,not_eligible,0,0.0093,0.0040,0.0013,0.0492,0.0019,0.0657
m1-server,medium,1846,look,accepted,observed,0,0.0092,0.0033,0.0013,0.0541,0.0018,0.0697
m1-server,medium,1847,activate,rejected,not_eligible,0,0.0094,0.0035,0.0013,0.0743,0.0017,0.0902
m1-server,medium,1848,choose,rejected,stale_view,0,0.0096,0.0063,0.0013,0.0641,0.0018,0.0830
m1-server,medium,1849,look,accepted,observed,0,0.0095,0.0034,0.0013,0.0580,0.0018,0.0739
m1-server,medium,1850,activate,rejected,not_eligible,0,0.0091,0.0034,0.0013,0.0516,0.0017,0.0671
m1-server,medium,1851,drop,accepted,dropped,1,0.0090,0.0037,3.2185,0.3780,0.0039,3.6131
m1-server,medium,1852,talk,rejected,not_eligible,0,0.0099,0.0068,0.0013,0.0564,0.0028,0.0772
m1-server,medium,1853,look,accepted,observed,0,0.0108,0.0052,0.0014,0.0543,0.0022,0.0738
m1-server,medium,1854,talk,rejected,not_eligible,0,0.0094,0.0038,0.0013,0.0490,0.0026,0.0660
m1-server,medium,1855,wait,rejected,invalid_time,0,0.0103,0.0053,0.0014,0.0530,0.0022,0.0720
m1-server,medium,1856,look,accepted,observed,0,0.0096,0.0037,0.0013,0.0475,0.0024,0.0645
m1-server,medium,1857,look,accepted,observed,0,0.0103,0.0043,0.0013,0.0585,0.0022,0.0765
m1-server,medium,1858,look,accepted,observed,0,0.0098,0.0036,0.0013,0.0476,0.0023,0.0646
m1-server,medium,1859,look,accepted,observed,0,0.0103,0.0039,0.0012,0.0543,0.0023,0.0719
m1-server,medium,1860,move,accepted,moved,1,0.0100,0.0050,3.3017,0.4028,0.0034,3.7228
m1-server,medium,1861,talk,rejected,not_eligible,0,0.0115,0.0072,0.0014,0.0577,0.0020,0.0798
m1-server,medium,1862,move,accepted,moved,1,0.0090,0.0043,2.7807,0.3801,0.0036,3.1777
m1-server,medium,1863,look,accepted,observed,0,0.0109,0.0113,0.0014,0.0523,0.0018,0.0776
m1-server,medium,1864,take,replayed,taken,0,0.0169,0.0036,0.0001,0.0000,0.0017,0.0223
m1-server,medium,1865,move,accepted,moved,1,0.0073,0.0043,3.2022,0.4065,0.0036,3.6239
m1-server,medium,1866,take,rejected,not_present,0,0.0112,0.0105,0.0014,0.0580,0.0018,0.0830
m1-server,medium,1867,look,accepted,observed,0,0.0088,0.0034,0.0012,0.0533,0.0028,0.0695
m1-server,medium,1868,activate,rejected,not_eligible,0,0.0115,0.0052,0.0015,0.0644,0.0024,0.0849
m1-server,medium,1869,look,accepted,observed,0,0.0100,0.0038,0.0013,0.0491,0.0025,0.0668
m1-server,medium,1870,drop,rejected,integrity_conflict,0,0.0181,0.0043,0.0002,0.0000,0.0017,0.0243
m1-server,medium,1871,look,accepted,observed,0,0.0081,0.0035,0.0013,0.0660,0.0022,0.0811
m1-server,medium,1872,talk,rejected,not_eligible,0,0.0095,0.0039,0.0013,0.0521,0.0018,0.0686
m1-server,medium,1873,move,accepted,moved,1,0.0109,0.0044,2.7868,0.4010,0.0035,3.2066
m1-server,medium,1874,move,accepted,moved,1,0.0109,0.0108,4.7356,0.4412,0.0045,5.2030
m1-server,medium,1875,move,accepted,moved,1,0.0121,0.0164,3.0428,0.4304,0.0045,3.5063
m1-server,medium,1876,talk,rejected,not_eligible,0,0.0122,0.0092,0.0013,0.0570,0.0029,0.0825
m1-server,medium,1877,move,accepted,moved,1,0.0109,0.0062,3.5201,0.4270,0.0035,3.9675
m1-server,medium,1878,look,accepted,observed,0,0.0107,0.0073,0.0014,0.0520,0.0020,0.0735
m1-server,medium,1879,move,accepted,moved,1,0.0093,0.0045,5.0132,1.0350,0.0050,6.0669
m1-server,medium,1880,move,accepted,moved,1,0.0124,0.0152,4.1772,0.4521,0.0042,4.6611
m1-server,medium,1881,move,accepted,moved,1,0.0128,0.0119,2.6035,0.3814,0.0042,3.0139
m1-server,medium,1882,wait,rejected,invalid_time,0,0.0110,0.0084,0.0015,0.0535,0.0029,0.0774
m1-server,medium,1883,look,accepted,observed,0,0.0109,0.0051,0.0015,0.0536,0.0025,0.0736
m1-server,medium,1884,move,rejected,exit_unavailable,0,0.0095,0.0043,0.0015,0.0515,0.0028,0.0695
m1-server,medium,1885,move,accepted,moved,1,0.0102,0.0055,3.5538,0.3748,0.0038,3.9480
m1-server,medium,1886,look,accepted,observed,0,0.0113,0.0074,0.0014,0.0602,0.0019,0.0822
m1-server,medium,1887,wait,rejected,invalid_time,0,0.0090,0.0040,0.0013,0.0695,0.0018,0.0857
m1-server,medium,1888,look,accepted,observed,0,0.0088,0.0034,0.0012,0.0566,0.0017,0.0716
m1-server,medium,1889,move,accepted,moved,1,0.0089,0.0043,3.3087,0.3579,0.0031,3.6829
m1-server,medium,1890,look,accepted,observed,0,0.0103,0.0068,0.0013,0.0548,0.0030,0.0761
m1-server,medium,1891,move,accepted,moved,1,0.0111,0.0062,3.0267,0.3849,0.0039,3.4328
m1-server,medium,1892,move,accepted,moved,1,0.0109,0.0110,3.3531,0.3694,0.0034,3.7479
m1-server,medium,1893,wait,rejected,invalid_time,0,0.0110,0.0079,0.0015,0.0604,0.0020,0.0828
m1-server,medium,1894,look,accepted,observed,0,0.0092,0.0036,0.0013,0.0518,0.0028,0.0687
m1-server,medium,1895,choose,rejected,invalid_choice,0,0.0109,0.0062,0.0016,0.0643,0.0024,0.0853
m1-server,medium,1896,look,accepted,observed,0,0.0096,0.0038,0.0013,0.0510,0.0018,0.0675
m1-server,medium,1897,activate,rejected,not_eligible,0,0.0107,0.0039,0.0013,0.0597,0.0018,0.0775
m1-server,medium,1898,move,rejected,exit_unavailable,0,0.0096,0.0041,0.0013,0.1138,0.0020,0.1308
m1-server,medium,1899,move,rejected,exit_unavailable,0,0.0095,0.0039,0.0013,0.0540,0.0019,0.0706
m1-server,medium,1900,move,accepted,moved,1,0.0091,0.0042,3.1300,0.3914,0.0036,3.5383
m1-server,medium,1901,move,accepted,moved,1,0.0115,0.0087,4.7715,0.4149,0.0047,5.2113
m1-server,medium,1902,move,accepted,moved,1,0.0126,0.0137,3.3605,0.3915,0.0040,3.7824
m1-server,medium,1903,move,accepted,moved,1,0.0121,0.0130,3.2962,0.4042,0.0042,3.7297
m1-server,medium,1904,look,accepted,observed,0,0.0113,0.0093,0.0014,0.0546,0.0020,0.0786
m1-server,medium,1905,take,accepted,taken,1,0.0088,0.0045,2.4408,0.4173,0.0060,2.8773
m1-server,medium,1906,look,accepted,observed,0,0.0139,0.0147,0.0017,0.0722,0.0023,0.1048
m1-server,medium,1907,talk,rejected,not_eligible,0,0.0100,0.0047,0.0014,0.0538,0.0020,0.0718
m1-server,medium,1908,look,accepted,observed,0,0.0100,0.0037,0.0013,0.0655,0.0018,0.0823
m1-server,medium,1909,look,accepted,observed,0,0.0094,0.0035,0.0012,0.0527,0.0021,0.0689
m1-server,medium,1910,move,accepted,moved,1,0.0095,0.0053,3.3351,0.4355,0.0045,3.7899
m1-server,medium,1911,move,accepted,moved,1,0.0145,0.0177,3.5833,0.3922,0.0040,4.0118
m1-server,medium,1912,look,accepted,observed,0,0.0118,0.0127,0.0015,0.0744,0.0022,0.1027
m1-server,medium,1913,move,accepted,moved,1,0.0091,0.0048,3.4294,0.3703,0.0038,3.8173
m1-server,medium,1914,move,accepted,moved,1,0.0112,0.0085,3.4507,0.3715,0.0038,3.8457
m1-server,medium,1915,drop,rejected,integrity_conflict,0,0.0187,0.0104,0.0002,0.0000,0.0018,0.0311
m1-server,medium,1916,look,accepted,observed,0,0.0076,0.0033,0.0013,0.0821,0.0019,0.0962
m1-server,medium,1917,move,accepted,moved,1,0.0095,0.0045,3.1280,0.3697,0.0034,3.5150
m1-server,medium,1918,look,accepted,observed,0,0.0109,0.0062,0.0014,0.0545,0.0020,0.0750
m1-server,medium,1919,choose,rejected,invalid_choice,0,0.0090,0.0046,0.0013,0.0477,0.0018,0.0645
m1-server,medium,1920,wait,rejected,invalid_time,0,0.0091,0.0039,0.0013,0.0545,0.0018,0.0706
m1-server,medium,1921,move,accepted,moved,1,0.0088,0.0043,3.5715,0.3863,0.0037,3.9745
m1-server,medium,1922,look,accepted,observed,0,0.0113,0.0086,0.0014,0.0533,0.0019,0.0764
m1-server,medium,1923,look,accepted,observed,0,0.0093,0.0035,0.0012,0.0519,0.0018,0.0677
m1-server,medium,1924,look,accepted,observed,0,0.0089,0.0034,0.0012,0.0470,0.0018,0.0622
m1-server,medium,1925,wait,rejected,invalid_time,0,0.0088,0.0038,0.0013,0.0518,0.0018,0.0674
m1-server,medium,1926,look,accepted,observed,0,0.0086,0.0032,0.0012,0.0459,0.0018,0.0606
m1-server,medium,1927,wait,rejected,invalid_time,0,0.0091,0.0036,0.0013,0.0525,0.0018,0.0683
m1-server,medium,1928,move,accepted,moved,1,0.0094,0.0044,3.3508,1.0022,0.0040,4.3708
m1-server,medium,1929,move,accepted,moved,1,0.0108,0.0117,5.2127,0.4530,0.0042,5.6924
m1-server,medium,1930,look,accepted,observed,0,0.0123,0.0139,0.0015,0.0560,0.0019,0.0855
m1-server,medium,1931,wait,rejected,invalid_time,0,0.0093,0.0058,0.0013,0.0516,0.0018,0.0697
m1-server,medium,1932,look,accepted,observed,0,0.0088,0.0048,0.0012,0.0516,0.0034,0.0698
m1-server,medium,1933,move,accepted,moved,1,0.0125,0.0080,3.6430,0.4132,0.0041,4.0809
m1-server,medium,1934,talk,accepted,choice_opened,1,0.0126,0.0145,2.3771,0.3943,0.0044,2.8029
m1-server,medium,1935,talk,accepted,choice_opened,1,0.0114,0.0094,2.8388,0.1478,0.0040,3.0114
m1-server,medium,1936,move,accepted,moved,1,0.0120,0.0133,3.1440,0.4289,0.0035,3.6017
m1-server,medium,1937,move,accepted,moved,1,0.0113,0.0124,3.3896,0.4029,0.0039,3.8201
m1-server,medium,1938,move,rejected,exit_unavailable,0,0.0118,0.0123,0.0013,0.0971,0.0020,0.1246
m1-server,medium,1939,drop,accepted,dropped,1,0.0092,0.0043,3.3808,0.4030,0.0041,3.8013
m1-server,medium,1940,wait,rejected,invalid_time,0,0.0122,0.0086,0.0014,0.0589,0.0020,0.0832
m1-server,medium,1941,talk,rejected,not_owned,0,0.0090,0.0038,0.0012,0.0521,0.0030,0.0691
m1-server,medium,1942,move,accepted,moved,1,0.0117,0.0064,3.2218,0.3743,0.0038,3.6180
m1-server,medium,1943,choose,rejected,invalid_choice,0,0.0107,0.0076,0.0014,0.0608,0.0020,0.0825
m1-server,medium,1944,look,accepted,observed,0,0.0090,0.0036,0.0013,0.0509,0.0018,0.0666
m1-server,medium,1945,move,rejected,exit_unavailable,0,0.0090,0.0038,0.0013,0.0698,0.0019,0.0858
m1-server,medium,1946,look,accepted,observed,0,0.0091,0.0033,0.0013,0.0485,0.0030,0.0652
m1-server,medium,1947,look,accepted,observed,0,0.0107,0.0055,0.0015,0.0629,0.0021,0.0827
m1-server,medium,1948,take,rejected,not_present,0,0.0100,0.0039,0.0013,0.0515,0.0017,0.0684
m1-server,medium,1949,look,accepted,observed,0,0.0111,0.0032,0.0014,0.0664,0.0019,0.0840
m1-server,medium,1950,move,accepted,moved,1,0.0094,0.0043,3.9660,0.4090,0.0077,4.3963
m1-server,medium,1951,look,accepted,observed,0,0.0117,0.0112,0.0013,0.0657,0.0051,0.0949
m1-server,medium,1952,activate,rejected,not_eligible,0,0.0088,0.0040,0.0013,0.0550,0.0028,0.0720
m1-server,medium,1953,move,accepted,moved,1,0.0093,0.0048,3.1196,0.4060,0.0038,3.5435
m1-server,medium,1954,look,accepted,observed,0,0.0120,0.0117,0.0014,0.0746,0.0019,0.1016
m1-server,medium,1955,look,accepted,observed,0,0.0093,0.0046,0.0012,0.0489,0.0028,0.0668
m1-server,medium,1956,look,accepted,observed,0,0.0107,0.0052,0.0033,0.0726,0.0023,0.0940
m1-server,medium,1957,look,accepted,observed,0,0.0098,0.0036,0.0025,0.0537,0.0018,0.0712
m1-server,medium,1958,look,accepted,observed,0,0.0106,0.0034,0.0012,0.0737,0.0030,0.0920
m1-server,medium,1959,look,accepted,observed,0,0.0095,0.0033,0.0012,0.0819,0.0043,0.1003
m1-server,medium,1960,look,accepted,observed,0,0.0095,0.0033,0.0012,0.0687,0.0028,0.0853
m1-server,medium,1961,move,accepted,moved,1,0.0094,0.0045,3.2970,0.4013,0.0038,3.7160
m1-server,medium,1962,drop,replayed,dropped,0,0.0192,0.0100,0.0001,0.0000,0.0018,0.0311
m1-server,medium,1963,activate,rejected,not_eligible,0,0.0073,0.0039,0.0014,0.0516,0.0019,0.0661
m1-server,medium,1964,look,accepted,observed,0,0.0089,0.0035,0.0013,0.0714,0.0018,0.0867
m1-server,medium,1965,move,accepted,moved,1,0.0090,0.0043,3.1648,0.3893,0.0033,3.5707
m1-server,medium,1966,look,accepted,observed,0,0.0105,0.0072,0.0014,0.0538,0.0018,0.0747
m1-server,medium,1967,activate,rejected,not_eligible,0,0.0090,0.0036,0.0013,0.0515,0.0018,0.0672
m1-server,medium,1968,move,accepted,moved,1,0.0087,0.0045,2.9072,0.3741,0.0037,3.2981
m1-server,medium,1969,wait,rejected,invalid_time,0,0.0105,0.0066,0.0014,0.0526,0.0019,0.0730
m1-server,medium,1970,look,accepted,observed,0,0.0088,0.0034,0.0012,0.0522,0.0018,0.0673
m1-server,medium,1971,close_choice,accepted,choice_closed,1,0.0087,0.0041,3.1077,0.3623,0.0039,3.4866
m1-server,medium,1972,move,accepted,moved,1,0.0115,0.0065,3.4965,0.3776,0.0036,3.8957
m1-server,medium,1973,look,accepted,observed,0,0.0107,0.0083,0.0014,0.0531,0.0019,0.0754
m1-server,medium,1974,activate,rejected,not_eligible,0,0.0090,0.0039,0.0013,0.0538,0.0019,0.0699
m1-server,medium,1975,move,accepted,moved,1,0.0087,0.0044,3.4743,0.3820,0.0037,3.8730
m1-server,medium,1976,move,accepted,moved,1,0.0098,0.0101,3.3405,0.3591,0.0033,3.7226
m1-server,medium,1977,move,accepted,moved,1,0.0106,0.0075,3.3030,0.3731,0.0031,3.6974
m1-server,medium,1978,move,accepted,moved,1,0.0107,0.0067,4.9165,1.0496,0.0105,5.9940
m1-server,medium,1979,drop,replayed,dropped,0,0.0214,0.0158,0.0002,0.0000,0.0020,0.0395
m1-server,medium,1980,move,accepted,moved,1,0.0112,0.0059,3.8020,0.4675,0.0041,4.2907
m1-server,medium,1981,look,accepted,observed,0,0.0125,0.0108,0.0014,0.0486,0.0020,0.0753
m1-server,medium,1982,move,accepted,moved,1,0.0092,0.0047,2.4570,0.3700,0.0037,2.8445
m1-server,medium,1983,look,accepted,observed,0,0.0105,0.0065,0.0013,0.0567,0.0020,0.0770
m1-server,medium,1984,drop,replayed,dropped,0,0.0170,0.0036,0.0001,0.0000,0.0016,0.0225
m1-server,medium,1985,look,accepted,observed,0,0.0075,0.0031,0.0012,0.0500,0.0018,0.0636
m1-server,medium,1986,move,accepted,moved,1,0.0090,0.0045,3.2917,0.3885,0.0043,3.6979
m1-server,medium,1987,take,accepted,taken,1,0.0105,0.0080,3.1545,0.3829,0.0040,3.5598
m1-server,medium,1988,look,accepted,observed,0,0.0107,0.0108,0.0015,0.0563,0.0020,0.0814
m1-server,medium,1989,move,accepted,moved,1,0.0093,0.0045,2.9288,0.3966,0.0034,3.3426
m1-server,medium,1990,move,accepted,moved,1,0.0115,0.0071,3.2598,0.3791,0.0039,3.6614
m1-server,medium,1991,look,accepted,observed,0,0.0115,0.0072,0.0014,0.0696,0.0020,0.0916
m1-server,medium,1992,move,accepted,moved,1,0.0088,0.0044,3.1726,0.3809,0.0037,3.5704
m1-server,medium,1993,move,accepted,moved,1,0.0107,0.0071,4.3816,0.4153,0.0055,4.8201
m1-server,medium,1994,look,accepted,observed,0,0.0144,0.0152,0.0015,0.0613,0.0025,0.0950
m1-server,medium,1995,look,accepted,observed,0,0.0104,0.0047,0.0013,0.0577,0.0019,0.0760
m1-server,medium,1996,wait,rejected,invalid_time,0,0.0088,0.0041,0.0014,0.0520,0.0020,0.0683
m1-server,medium,1997,look,accepted,observed,0,0.0086,0.0034,0.0013,0.0482,0.0026,0.0641
m1-server,medium,1998,wait,rejected,invalid_time,0,0.0108,0.0051,0.0014,0.0544,0.0022,0.0739
m1-server,medium,1999,talk,accepted,choice_opened,1,0.0100,0.0058,2.7548,0.4084,0.0044,3.1833
m1-server,medium,2000,move,accepted,moved,1,0.0130,0.0102,3.4124,0.3993,0.0039,3.8388
m1-server,medium,2001,look,accepted,observed,0,0.0125,0.0098,0.0014,0.0640,0.0020,0.0898
m1-server,medium,2002,move,accepted,moved,1,0.0091,0.0048,3.9996,0.4301,0.0041,4.4478
m1-server,medium,2003,move,accepted,moved,1,0.0127,0.0142,3.7702,0.3976,0.0047,4.1995
m1-server,medium,2004,move,accepted,moved,1,0.0115,0.0172,3.3267,0.3901,0.0042,3.7496
m1-server,medium,2005,wait,rejected,invalid_time,0,0.0121,0.0089,0.0014,0.0516,0.0028,0.0769
m1-server,medium,2006,close_choice,accepted,choice_closed,1,0.0107,0.0061,2.9777,0.4008,0.0053,3.4006
m1-server,medium,2007,move,accepted,moved,1,0.0123,0.0111,3.3045,0.3908,0.0050,3.7237
m1-server,medium,2008,activate,rejected,not_eligible,0,0.0126,0.0094,0.0015,0.0540,0.0025,0.0801
m1-server,medium,2009,move,accepted,moved,1,0.0115,0.0049,2.9953,0.4092,0.0038,3.4247
m1-server,medium,2010,move,rejected,exit_unavailable,0,0.0113,0.0097,0.0014,0.0580,0.0030,0.0833
m1-server,medium,2011,move,accepted,moved,1,0.0105,0.0060,3.3897,0.4624,0.0045,3.8732
m1-server,medium,2012,look,accepted,observed,0,0.0123,0.0097,0.0014,0.0578,0.0019,0.0831
m1-server,medium,2013,wait,rejected,invalid_time,0,0.0090,0.0043,0.0013,0.0502,0.0029,0.0677
m1-server,medium,2014,move,accepted,moved,1,0.0115,0.0062,5.5833,0.4674,0.0075,6.0759
m1-server,medium,2015,look,accepted,observed,0,0.0130,0.0170,0.0013,0.0603,0.0020,0.0937
m1-server,medium,2016,wait,rejected,invalid_time,0,0.0090,0.0044,0.0013,0.0668,0.0020,0.0835
m1-server,medium,2017,drop,accepted,dropped,1,0.0090,0.0045,2.2780,0.9648,0.0048,3.2610
m1-server,medium,2018,take,accepted,taken,1,0.0115,0.0126,3.5177,0.4217,0.0038,3.9673
m1-server,medium,2019,look,accepted,observed,0,0.0109,0.0095,0.0014,0.0523,0.0028,0.0768
m1-server,medium,2020,move,accepted,moved,1,0.0121,0.0062,3.3303,0.3995,0.0039,3.7520
m1-server,medium,2021,activate,rejected,not_eligible,0,0.0107,0.0082,0.0015,0.0605,0.0022,0.0831
m1-server,medium,2022,look,accepted,observed,0,0.0097,0.0038,0.0013,0.0620,0.0019,0.0787
m1-server,medium,2023,look,accepted,observed,0,0.0093,0.0036,0.0013,0.0565,0.0019,0.0725
m1-server,medium,2024,look,accepted,observed,0,0.0095,0.0034,0.0013,0.0459,0.0017,0.0618
m1-server,medium,2025,move,accepted,moved,1,0.0090,0.0050,4.4855,0.4374,0.0046,4.9415
m1-server,medium,2026,choose,rejected,stale_view,0,0.0113,0.0192,0.0015,0.0705,0.0020,0.1045
m1-server,medium,2027,look,accepted,observed,0,0.0094,0.0055,0.0013,0.0538,0.0018,0.0719
m1-server,medium,2028,move,accepted,moved,1,0.0088,0.0065,3.5399,0.4083,0.0043,3.9678
m1-server,medium,2029,drop,accepted,dropped,1,0.0114,0.0103,3.1945,0.4035,0.0044,3.6240
m1-server,medium,2030,move,accepted,moved,1,0.0121,0.0125,3.4473,0.3883,0.0041,3.8642
m1-server,medium,2031,look,accepted,observed,0,0.0110,0.0078,0.0014,0.0597,0.0020,0.0818
m1-server,medium,2032,take,rejected,not_present,0,0.0089,0.0042,0.0013,0.0479,0.0018,0.0641
m1-server,medium,2033,activate,rejected,not_eligible,0,0.0090,0.0038,0.0013,0.0589,0.0019,0.0750
m1-server,medium,2034,move,accepted,moved,1,0.0091,0.0045,3.5123,0.3793,0.0038,3.9090
m1-server,medium,2035,move,accepted,moved,1,0.0108,0.0118,3.3368,0.3718,0.0040,3.7352
m1-server,medium,2036,wait,rejected,invalid_time,0,0.0110,0.0081,0.0014,0.0582,0.0019,0.0806
m1-server,medium,2037,move,accepted,moved,1,0.0088,0.0043,3.4085,0.3686,0.0038,3.7940
m1-server,medium,2038,move,accepted,moved,1,0.0113,0.0122,5.0442,0.4328,0.0047,5.5051
m1-server,medium,2039,look,accepted,observed,0,0.0124,0.0116,0.0013,0.0845,0.0020,0.1118
m1-server,medium,2040,move,accepted,moved,1,0.0092,0.0047,2.9579,0.3829,0.0039,3.3585
m1-server,medium,2041,move,accepted,moved,1,0.0109,0.0092,2.8253,0.4065,0.0037,3.2555
m1-server,medium,2042,look,accepted,observed,0,0.0130,0.0085,0.0080,0.0597,0.0021,0.0913
m1-server,medium,2043,move,accepted,moved,1,0.0104,0.0045,3.4912,0.4120,0.0044,3.9225
m1-server,medium,2044,move,accepted,moved,1,0.0106,0.0091,4.7010,0.4177,0.0089,5.1473
m1-server,medium,2045,move,accepted,moved,1,0.0125,0.0133,4.3214,0.4219,0.0044,4.7735
m1-server,medium,2046,look,accepted,observed,0,0.0133,0.0104,0.0015,0.0676,0.0020,0.0948
m1-server,medium,2047,move,accepted,moved,1,0.0092,0.0048,3.7380,0.3586,0.0036,4.1143
m1-server,medium,2048,look,accepted,observed,0,0.0107,0.0058,0.0014,0.0520,0.0020,0.0719
m1-server,medium,2049,look,accepted,observed,0,0.0092,0.0035,0.0013,0.0512,0.0018,0.0669
m1-server,medium,2050,take,rejected,not_present,0,0.0088,0.0040,0.0013,0.0495,0.0035,0.0670
m1-server,medium,2051,move,accepted,moved,1,0.0114,0.0065,3.3942,0.3646,0.0042,3.7809
m1-server,medium,2052,talk,rejected,not_eligible,0,0.0100,0.0067,0.0014,0.0595,0.0020,0.0796
m1-server,medium,2053,move,rejected,exit_unavailable,0,0.0093,0.0043,0.0014,0.0520,0.0019,0.0688
m1-server,medium,2054,look,accepted,observed,0,0.0192,0.0059,0.0016,0.0659,0.0021,0.0946
m1-server,medium,2055,look,accepted,observed,0,0.0098,0.0037,0.0013,0.0508,0.0027,0.0683
m1-server,medium,2056,move,accepted,moved,1,0.0103,0.0054,3.2000,0.4175,0.0037,3.6368
m1-server,medium,2057,move,accepted,moved,1,0.0120,0.0088,4.1657,1.0173,0.0105,5.2142
m1-server,medium,2058,look,accepted,observed,0,0.0120,0.0116,0.0015,0.0938,0.0034,0.1223
m1-server,medium,2059,talk,rejected,not_eligible,0,0.0099,0.0043,0.0014,0.0544,0.0040,0.0740
m1-server,medium,2060,look,accepted,observed,0,0.0112,0.0049,0.0015,0.0591,0.0033,0.0800
m1-server,medium,2061,drop,replayed,dropped,0,0.0198,0.0042,0.0001,0.0000,0.0030,0.0271
m1-server,medium,2062,move,rejected,exit_unavailable,0,0.0078,0.0041,0.0015,0.0718,0.0036,0.0888
m1-server,medium,2063,talk,rejected,not_eligible,0,0.0106,0.0046,0.0013,0.0561,0.0033,0.0760
m1-server,medium,2064,look,accepted,observed,0,0.0097,0.0038,0.0013,0.0510,0.0023,0.0681
m1-server,medium,2065,move,accepted,moved,1,0.0114,0.0048,4.2645,0.4095,0.0042,4.6945
m1-server,medium,2066,move,rejected,exit_unavailable,0,0.0113,0.0108,0.0014,0.0582,0.0028,0.0845
m1-server,medium,2067,activate,rejected,not_eligible,0,0.0105,0.0050,0.0014,0.0768,0.0019,0.0957
m1-server,medium,2068,move,accepted,moved,1,0.0090,0.0047,3.3120,0.3952,0.0041,3.7248
m1-server,medium,2069,choose,rejected,invalid_choice,0,0.0119,0.0103,0.0016,0.0609,0.0026,0.0873
m1-server,medium,2070,move,accepted,moved,1,0.0113,0.0058,3.6911,0.3781,0.0037,4.0901
m1-server,medium,2071,take,rejected,not_present,0,0.0105,0.0106,0.0015,0.0516,0.0020,0.0762
m1-server,medium,2072,wait,rejected,invalid_time,0,0.0090,0.0043,0.0013,0.0610,0.0027,0.0783
m1-server,medium,2073,look,accepted,observed,0,0.0108,0.0047,0.0015,0.0631,0.0022,0.0823
m1-server,medium,2074,look,accepted,observed,0,0.0097,0.0038,0.0013,0.0518,0.0024,0.0689
m1-server,medium,2075,move,accepted,moved,1,0.0103,0.0055,3.5091,0.3828,0.0041,3.9118
m1-server,medium,2076,move,accepted,moved,1,0.0112,0.0102,3.3220,0.3777,0.0042,3.7252
m1-server,medium,2077,look,accepted,observed,0,0.0116,0.0081,0.0014,0.0633,0.0020,0.0863
m1-server,medium,2078,move,accepted,moved,1,0.0090,0.0045,3.3238,0.4046,0.0033,3.7453
